id,probability
1,0.185532733798027
2,0.233370184898376
3,0.0112831322476268
4,0.0522555783390999
5,0.1031873524189
6,0.0270098708570004
7,0.03871925547719
8,0.0423246063292027
9,3.5678967833519e-05
10,0.220545500516891
11,0.00712478859350085
12,0.0129669224843383
13,0.0108396001160145
14,0.114341922104359
15,0.0497573278844357
16,0.00902223587036133
17,0.0281260050833225
18,0.0110288690775633
19,0.159520164132118
20,0.0819355770945549
21,0.00597545597702265
22,0.00777673115953803
23,0.00626633549109101
24,0.510692954063416
25,0.0465005785226822
26,0.00347945652902126
27,0.0888002812862396
28,0.00590514531359076
29,0.0462983660399914
30,0.0302856378257275
31,0.128975138068199
32,0.00131035782396793
33,0.00881670508533716
34,0.062097605317831
35,0.480571180582047
36,0.128302544355392
37,0.102322906255722
38,0.00116529315710068
39,0.00948242656886578
40,0.0294143818318844
41,0.366330653429031
42,0.241913184523582
43,0.163773342967033
44,0.00238661281764507
45,0.0639138594269753
46,0.00381826097145677
47,0.00381826097145677
48,0.00905140861868858
49,0.0176699496805668
50,0.0270430333912373
51,0.015067970380187
52,0.0106498850509524
53,0.00597545597702265
54,0.0608959160745144
55,0.0191112160682678
56,0.0612116642296314
57,0.00524941645562649
58,0.0938821285963058
59,0.0832096487283707
60,0.0653122290968895
61,0.0292580425739288
62,0.00597545597702265
63,0.0149419419467449
64,0.00751988729462028
65,0.0131984455510974
66,0.0184329524636269
67,0.00799040216952562
68,0.158554419875145
69,0.00474425964057446
70,0.278662323951721
71,0.0174436494708061
72,0.0888977870345116
73,0.00576178450137377
74,0.154588773846626
75,0.0098434966057539
76,0.0307629331946373
77,0.146214455366135
78,0.105274677276611
79,0.0199391767382622
80,0.0145735051482916
81,0.0153241185471416
82,0.0098434966057539
83,0.0237608198076487
84,0.00432639289647341
85,0.0124432425945997
86,0.00991472415626049
87,0.0306353569030762
88,0.0106808841228485
89,0.0254773888736963
90,0.00939206033945084
91,0.0419303812086582
92,0.0110060404986143
93,0.00496980734169483
94,0.0104949399828911
95,0.00238661281764507
96,0.325684726238251
97,0.0233330056071281
98,0.0927241891622543
99,0.00987954344600439
100,0.011439424008131
101,0.0674445927143097
102,0.0668485686182976
103,0.00252997456118464
104,0.0565047189593315
105,0.0541564859449863
106,0.0284483674913645
107,0.202131614089012
108,0.0101343765854836
109,0.00287948362529278
110,0.0110060404986143
111,0.0190557576715946
112,0.0288776531815529
113,0.0205141417682171
114,0.488682180643082
115,0.0941278487443924
116,0.00794003810733557
117,0
118,0.0858756974339485
119,0.00948242656886578
120,0.00609511695802212
121,0.00471844989806414
122,0.0317079573869705
123,0.00935062579810619
124,0.593911826610565
125,0.00362452305853367
126,0.0113152097910643
127,0.00524941645562649
128,0.0112060364335775
129,0
130,0.0500475093722343
131,0.0387904979288578
132,0.0661429017782211
133,0.00283222272992134
134,0.0998676791787148
135,0.125770345330238
136,0.00609511695802212
137,0.17219914495945
138,0.0267724767327309
139,0.00287948362529278
140,0.0147050097584724
141,0.00518986955285072
142,0.010189482010901
143,0.00381826097145677
144,0.00998758524656296
145,0.337818473577499
146,0.00746701704338193
147,0.00524941645562649
148,0.102641820907593
149,0.00589242065325379
150,0.259052157402039
151,0.00283222272992134
152,0.00460422039031982
153,0.00801588781177998
154,0.00736405001953244
155,0.0170520469546318
156,0.0197607278823853
157,0.0450872741639614
158,0.00656897807493806
159,0.17126989364624
160,0.0184386484324932
161,0.00238661281764507
162,0.00846001226454973
163,0.0103959254920483
164,0.0519920513033867
165,0.00987954344600439
166,0.0185999311506748
167,0.657143473625183
168,0.0173485353589058
169,0.206303626298904
170,0.00607848446816206
171,0.00518986955285072
172,0.0135812312364578
173,0.0191112160682678
174,0.0474464036524296
175,0.0106649370864034
176,0.518588185310364
177,0.0166001170873642
178,0.0991215929389
179,0.0044015608727932
180,0.0072563705034554
181,0.0327001437544823
182,0.00597545597702265
183,0.0110395485535264
184,0.0113152097910643
185,0.115540511906147
186,0
187,0.00642106542363763
188,0.0243646502494812
189,0.0598403178155422
190,0.0265123918652534
191,0.00987954344600439
192,0.0307331085205078
193,0.0120235662907362
194,0.0702416896820068
195,0.0095893070101738
196,0.0205866135656834
197,0.00315442821010947
198,0.0102976839989424
199,0.00682084960862994
200,0.00974252540618181
201,0.051588162779808
202,0.0208023265004158
203,0.356005400419235
204,0.0391007140278816
205,0.0124246068298817
206,0.00674782181158662
207,0.0295920968055725
208,3.5678967833519e-05
209,0.0657432898879051
210,0.00381826097145677
211,0.160218819975853
212,0.0219400562345982
213,0.0125113753601909
214,0.00480380654335022
215,0.0147580038756132
216,0.0917513892054558
217,0.00191653321962804
218,0.0775099843740463
219,0.0098434966057539
220,0.00524941645562649
221,0.0199692063033581
222,0.00794003810733557
223,0.0122134312987328
224,0.000283129513263702
225,0.00794003810733557
226,0.0750524401664734
227,0.00864839367568493
228,0.0773686468601227
229,0.0847262144088745
230,0.228180199861526
231,0.363306879997253
232,0.0044015608727932
233,0.00625465484336019
234,0.00770156504586339
235,0.00142336217686534
236,0.16129070520401
237,0
238,0.00381826097145677
239,0.00862395763397217
240,0.0132898977026343
241,0.0419087186455727
242,0.00629069888964295
243,0.00287948362529278
244,0.0169977732002735
245,0.0901104882359505
246,0.0102976839989424
247,0.0323867574334145
248,0
249,0.0350695177912712
250,0.213508263230324
251,0.00729416077956557
252,0.333047449588776
253,0.000608325004577637
254,0.0169510841369629
255,0.000849310192279518
256,0.00292248977348208
257,0.0284504406154156
258,0.130980774760246
259,0.038907278329134
260,0.130290940403938
261,0.0152314975857735
262,0.0206983834505081
263,0.00283222272992134
264,0.0550097115337849
265,0.0866533145308495
266,0.0137783261016011
267,0.0511201433837414
268,0.0477842651307583
269,0.246549218893051
270,0.00474425964057446
271,0.0267017409205437
272,0.0367336496710777
273,0.00801588781177998
274,0.0108396001160145
275,0.0044015608727932
276,0.0243572555482388
277,0.0161925591528416
278,0.00607848446816206
279,0.0620607994496822
280,0.0236903950572014
281,0.262297987937927
282,0.037235040217638
283,0.057734914124012
284,0
285,0.00862014386802912
286,0.00557034322991967
287,0.0107513889670372
288,0.0267724767327309
289,0.0623216442763805
290,0.0949054658412933
291,0.284451454877853
292,0.00474425964057446
293,0.0283147729933262
294,0.00646832631900907
295,0.00629069888964295
